Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_29_195,VSS,Metal1,117.6530,132.8180,0.000034
FILLER_29_188,VSS,Metal1,112.2800,133.2800,0.000032
FILLER_29_186,VSS,Metal1,111.4400,133.2800,0.000032
FILLER_29_182,VSS,Metal1,109.3800,132.9310,0.000031
FILLER_29_174,VSS,Metal1,105.8930,132.8180,0.000030
FILLER_29_142,VSS,Metal1,94.5240,132.6820,0.000029
FILLER_29_139,VSS,Metal1,84.8400,133.2800,0.000029
FILLER_29_137,VSS,Metal1,84.0000,133.2800,0.000029
FILLER_29_107,VSS,Metal1,66.9200,133.2800,0.000028
FILLER_29_105,VSS,Metal1,66.0800,133.2800,0.000027
FILLER_29_97,VSS,Metal1,62.7730,132.8180,0.000026
FILLER_29_81,VSS,Metal1,55.9520,132.7320,0.000025
FILLER_29_63,VSS,Metal1,42.5600,133.2800,0.000025
FILLER_29_47,VSS,Metal1,33.7800,132.9310,0.000025
FILLER_29_40,VSS,Metal1,29.4000,133.2800,0.000025
FILLER_29_38,VSS,Metal1,28.5600,133.2800,0.000024
FILLER_29_34,VSS,Metal1,26.5000,132.9310,0.000023
FILLER_29_2,VSS,Metal1,16.1240,132.6820,0.000023
FILLER_28_483,VSS,Metal1,277.4800,125.4400,0.000103
FILLER_28_451,VSS,Metal1,260.0200,125.7885,0.000103
FILLER_28_408,VSS,Metal1,235.4800,125.4400,0.000100
FILLER_28_400,VSS,Metal1,232.4530,125.9015,0.000100
FILLER_28_387,VSS,Metal1,224.0000,125.4400,0.000098
FILLER_28_384,VSS,Metal1,222.0400,125.4400,0.000097
FILLER_28_367,VSS,Metal1,212.8000,125.4400,0.000097
FILLER_28_350,VSS,Metal1,203.2800,125.4400,0.000096
FILLER_28_346,VSS,Metal1,201.2200,125.7885,0.000092
FILLER_28_285,VSS,Metal1,166.6000,125.4400,0.000078
FILLER_28_277,VSS,Metal1,163.5730,125.9015,0.000078
FILLER_28_265,VSS,Metal1,155.6800,125.4400,0.000078
FILLER_28_243,VSS,Metal1,143.3600,125.4400,0.000078
FILLER_28_239,VSS,Metal1,141.3000,125.7885,0.000078
FILLER_28_195,VSS,Metal1,116.6600,125.7885,0.000076
FILLER_28_177,VSS,Metal1,107.5730,125.9015,0.000076
FILLER_28_167,VSS,Metal1,101.9730,125.9015,0.000076
FILLER_28_156,VSS,Metal1,94.3600,125.4400,0.000076
FILLER_28_154,VSS,Metal1,93.5200,125.4400,0.000076
FILLER_28_150,VSS,Metal1,91.4600,125.7885,0.000074
FILLER_28_142,VSS,Metal1,87.9730,125.9015,0.000073
FILLER_28_107,VSS,Metal1,67.2000,125.4400,0.000069
FILLER_28_101,VSS,Metal1,64.0200,125.7885,0.000069
FILLER_28_85,VSS,Metal1,55.0600,125.7885,0.000069
FILLER_28_47,VSS,Metal1,33.3200,125.4400,0.000062
FILLER_28_45,VSS,Metal1,32.4800,125.4400,0.000059
FILLER_28_37,VSS,Metal1,29.1730,125.9015,0.000058
FILLER_28_34,VSS,Metal1,26.0400,125.4400,0.000057
FILLER_28_18,VSS,Metal1,20.6720,125.9880,0.000057
FILLER_27_521,VSS,Metal1,298.7600,125.4400,0.000103
FILLER_27_434,VSS,Metal1,250.3200,125.4400,0.000100
FILLER_27_424,VSS,Metal1,244.4400,125.4400,0.000100
FILLER_27_422,VSS,Metal1,243.6000,125.4400,0.000100
FILLER_27_388,VSS,Metal1,232.2840,124.8420,0.000100
FILLER_27_352,VSS,Metal1,204.1200,125.4400,0.000097
FILLER_27_349,VSS,Metal1,202.4400,125.4400,0.000093
FILLER_27_347,VSS,Metal1,201.6000,125.4400,0.000093
FILLER_27_343,VSS,Metal1,199.5400,125.0910,0.000090
FILLER_27_315,VSS,Metal1,183.6800,125.4400,0.000086
FILLER_27_307,VSS,Metal1,180.3730,124.9780,0.000078
FILLER_27_292,VSS,Metal1,170.5200,125.4400,0.000079
FILLER_27_290,VSS,Metal1,169.6800,125.4400,0.000079
FILLER_27_282,VSS,Metal1,166.3730,124.9780,0.000078
FILLER_27_279,VSS,Metal1,163.2400,125.4400,0.000078
FILLER_27_277,VSS,Metal1,162.4000,125.4400,0.000078
FILLER_27_268,VSS,Metal1,157.0800,125.4400,0.000078
FILLER_27_228,VSS,Metal1,134.6800,125.4400,0.000077
FILLER_27_226,VSS,Metal1,133.8400,125.4400,0.000077
FILLER_27_150,VSS,Metal1,91.2800,125.4400,0.000074
FILLER_27_142,VSS,Metal1,87.9730,124.9780,0.000073
FILLER_27_139,VSS,Metal1,84.8400,125.4400,0.000072
FILLER_27_80,VSS,Metal1,52.2600,125.0910,0.000065
FILLER_27_72,VSS,Metal1,48.7730,124.9780,0.000065
FILLER_27_50,VSS,Metal1,35.2800,125.4400,0.000065
