Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_20_185,VSS,Metal1,110.6000,94.0800,0.000046
FILLER_20_174,VSS,Metal1,104.4400,94.0800,0.000046
FILLER_20_165,VSS,Metal1,99.4000,94.0800,0.000046
FILLER_20_119,VSS,Metal1,73.6400,94.0800,0.000043
FILLER_20_117,VSS,Metal1,72.8000,94.0800,0.000043
FILLER_20_107,VSS,Metal1,67.2000,94.0800,0.000043
FILLER_20_104,VSS,Metal1,65.2400,94.0800,0.000043
FILLER_20_102,VSS,Metal1,64.4000,94.0800,0.000043
FILLER_20_86,VSS,Metal1,56.6130,94.5415,0.000043
FILLER_20_70,VSS,Metal1,49.7920,94.6280,0.000041
FILLER_20_65,VSS,Metal1,43.4000,94.0800,0.000037
FILLER_20_61,VSS,Metal1,41.6200,94.4285,0.000037
FILLER_20_50,VSS,Metal1,35.4600,94.4285,0.000034
FILLER_20_37,VSS,Metal1,28.0000,94.0800,0.000033
FILLER_20_26,VSS,Metal1,21.5600,94.0800,0.000032
FILLER_20_22,VSS,Metal1,19.7800,94.4285,0.000032
FILLER_20_6,VSS,Metal1,10.6400,94.0800,0.000032
FILLER_20_2,VSS,Metal1,8.5800,94.4285,0.000032
FILLER_19_209,VSS,Metal1,124.0400,94.0800,0.000046
FILLER_19_149,VSS,Metal1,90.4400,94.0800,0.000044
FILLER_19_131,VSS,Metal1,80.8200,93.7310,0.000044
FILLER_19_115,VSS,Metal1,74.9920,93.5320,0.000043
FILLER_19_84,VSS,Metal1,54.3200,94.0800,0.000041
FILLER_19_80,VSS,Metal1,52.2600,93.7310,0.000041
FILLER_19_66,VSS,Metal1,44.4200,93.7310,0.000040
FILLER_19_54,VSS,Metal1,37.7000,93.7310,0.000036
FILLER_19_38,VSS,Metal1,31.8720,93.5320,0.000034
FILLER_19_31,VSS,Metal1,24.6400,94.0800,0.000032
FILLER_18_179,VSS,Metal1,107.2400,86.2400,0.000124
FILLER_18_177,VSS,Metal1,106.4000,86.2400,0.000124
FILLER_18_115,VSS,Metal1,71.8600,86.5885,0.000121
FILLER_18_107,VSS,Metal1,68.3730,86.7015,0.000119
FILLER_18_103,VSS,Metal1,64.9600,86.2400,0.000112
FILLER_18_99,VSS,Metal1,62.9000,86.5885,0.000112
FILLER_18_89,VSS,Metal1,57.1200,86.2400,0.000111
FILLER_18_81,VSS,Metal1,53.8130,86.7015,0.000110
FILLER_18_65,VSS,Metal1,43.6800,86.2400,0.000106
FILLER_18_52,VSS,Metal1,36.1200,86.2400,0.000094
FILLER_18_37,VSS,Metal1,28.0000,86.2400,0.000083
FILLER_18_34,VSS,Metal1,26.0400,86.2400,0.000081
FILLER_18_23,VSS,Metal1,19.8800,86.2400,0.000083
FILLER_18_2,VSS,Metal1,9.5730,86.7015,0.000083
FILLER_17_252,VSS,Metal1,148.5800,85.8910,0.000124
FILLER_17_172,VSS,Metal1,103.3200,86.2400,0.000124
FILLER_17_151,VSS,Metal1,91.8400,86.2400,0.000124
FILLER_17_108,VSS,Metal1,67.4800,86.2400,0.000119
FILLER_17_104,VSS,Metal1,65.7000,85.8910,0.000117
FILLER_17_88,VSS,Metal1,59.8720,85.6920,0.000111
FILLER_17_80,VSS,Metal1,52.0800,86.2400,0.000109
FILLER_17_72,VSS,Metal1,48.7730,85.7780,0.000108
FILLER_17_63,VSS,Metal1,42.2800,86.2400,0.000106
FILLER_17_61,VSS,Metal1,41.4400,86.2400,0.000096
FILLER_17_57,VSS,Metal1,39.3800,85.8910,0.000096
FILLER_17_49,VSS,Metal1,35.8930,85.7780,0.000094
FILLER_17_43,VSS,Metal1,31.3600,86.2400,0.000089
FILLER_17_35,VSS,Metal1,28.0530,85.7780,0.000083
FILLER_17_10,VSS,Metal1,13.0600,85.8910,0.000083
FILLER_17_2,VSS,Metal1,9.5730,85.7780,0.000083
FILLER_16_174,VSS,Metal1,104.4400,78.4000,0.000031
FILLER_16_172,VSS,Metal1,103.6000,78.4000,0.000031
FILLER_16_161,VSS,Metal1,97.1600,78.4000,0.000024
FILLER_16_159,VSS,Metal1,96.3200,78.4000,0.000024
FILLER_16_118,VSS,Metal1,73.5400,78.7485,0.000023
FILLER_16_113,VSS,Metal1,70.2800,78.4000,0.000022
FILLER_16_111,VSS,Metal1,69.4400,78.4000,0.000022
FILLER_16_107,VSS,Metal1,67.3800,78.7485,0.000022
FILLER_16_104,VSS,Metal1,65.2400,78.4000,0.000022
FILLER_16_102,VSS,Metal1,64.4000,78.4000,0.000022
FILLER_16_94,VSS,Metal1,61.0930,78.8615,0.000022
FILLER_16_83,VSS,Metal1,53.7600,78.4000,0.000021
FILLER_16_75,VSS,Metal1,50.4530,78.8615,0.000021
FILLER_16_62,VSS,Metal1,41.7200,78.4000,0.000019
FILLER_16_58,VSS,Metal1,39.9400,78.7485,0.000019
FILLER_16_45,VSS,Metal1,32.6600,78.7485,0.000017
FILLER_16_37,VSS,Metal1,29.1730,78.8615,0.000016
FILLER_16_24,VSS,Metal1,20.9000,78.7485,0.000016
FILLER_16_10,VSS,Metal1,13.0600,78.7485,0.000016
FILLER_16_2,VSS,Metal1,9.5730,78.8615,0.000016
FILLER_15_214,VSS,Metal1,126.8400,78.4000,0.000031
FILLER_15_212,VSS,Metal1,126.0000,78.4000,0.000031
FILLER_15_139,VSS,Metal1,84.8400,78.4000,0.000023
FILLER_15_137,VSS,Metal1,84.0000,78.4000,0.000023
FILLER_15_89,VSS,Metal1,57.3000,78.0510,0.000022
FILLER_15_81,VSS,Metal1,53.8130,77.9380,0.000021
FILLER_15_68,VSS,Metal1,45.3600,78.4000,0.000021
FILLER_15_58,VSS,Metal1,39.7600,78.4000,0.000019
FILLER_15_54,VSS,Metal1,37.7000,78.0510,0.000018
FILLER_15_41,VSS,Metal1,30.4200,78.0510,0.000016
FILLER_15_33,VSS,Metal1,26.9330,77.9380,0.000016
FILLER_15_2,VSS,Metal1,8.4000,78.4000,0.000016
FILLER_14_177,VSS,Metal1,106.4000,70.5600,0.000037
FILLER_14_157,VSS,Metal1,95.2000,70.5600,0.000036
FILLER_14_109,VSS,Metal1,68.0400,70.5600,0.000034
FILLER_14_107,VSS,Metal1,67.2000,70.5600,0.000034
FILLER_14_104,VSS,Metal1,65.2400,70.5600,0.000034
FILLER_14_96,VSS,Metal1,62.2130,71.0215,0.000034
FILLER_14_80,VSS,Metal1,55.3920,71.1080,0.000033
FILLER_14_69,VSS,Metal1,45.6400,70.5600,0.000032
FILLER_14_67,VSS,Metal1,44.8000,70.5600,0.000032
FILLER_14_59,VSS,Metal1,41.4930,71.0215,0.000031
FILLER_14_33,VSS,Metal1,25.7600,70.5600,0.000025
FILLER_14_10,VSS,Metal1,12.6000,70.5600,0.000026
FILLER_14_2,VSS,Metal1,9.5730,71.0215,0.000026
FILLER_13_226,VSS,Metal1,133.5600,70.5600,0.000038
FILLER_13_224,VSS,Metal1,132.7200,70.5600,0.000038
FILLER_13_212,VSS,Metal1,125.7200,70.5600,0.000038
FILLER_13_176,VSS,Metal1,105.8400,70.5600,0.000037
FILLER_13_155,VSS,Metal1,93.8000,70.5600,0.000036
FILLER_13_144,VSS,Metal1,87.6400,70.5600,0.000034
FILLER_13_142,VSS,Metal1,86.8000,70.5600,0.000034
FILLER_13_131,VSS,Metal1,80.3600,70.5600,0.000034
FILLER_13_92,VSS,Metal1,58.5200,70.5600,0.000033
FILLER_13_90,VSS,Metal1,57.6800,70.5600,0.000033
FILLER_13_54,VSS,Metal1,38.6930,70.0980,0.000031
FILLER_13_44,VSS,Metal1,31.6400,70.5600,0.000026
FILLER_13_40,VSS,Metal1,29.8600,70.2110,0.000026
FILLER_13_18,VSS,Metal1,17.3600,70.5600,0.000026
FILLER_12_177,VSS,Metal1,106.4000,62.7200,0.000193
FILLER_12_104,VSS,Metal1,65.2400,62.7200,0.000178
FILLER_12_85,VSS,Metal1,55.0600,63.0685,0.000178
FILLER_12_64,VSS,Metal1,42.8400,62.7200,0.000145
FILLER_12_62,VSS,Metal1,42.0000,62.7200,0.000145
FILLER_12_54,VSS,Metal1,38.6930,63.1815,0.000139
FILLER_12_37,VSS,Metal1,29.1730,63.1815,0.000120
FILLER_12_31,VSS,Metal1,24.8200,63.0685,0.000110
FILLER_12_23,VSS,Metal1,21.3330,63.1815,0.000110
FILLER_12_6,VSS,Metal1,10.3600,62.7200,0.000110
FILLER_12_2,VSS,Metal1,8.5800,63.0685,0.000110
FILLER_11_223,VSS,Metal1,132.3400,62.3710,0.000206
