Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_21_106,VDD,Metal1,66.3600,98.0000,4.999960
FILLER_21_104,VDD,Metal1,65.5200,98.0000,4.999961
FILLER_21_100,VDD,Metal1,64.2200,98.4325,4.999961
FILLER_21_92,VDD,Metal1,60.9865,98.5765,4.999961
FILLER_21_76,VDD,Metal1,54.3680,98.6920,4.999961
FILLER_21_69,VDD,Metal1,45.6400,98.0000,4.999965
FILLER_21_67,VDD,Metal1,44.8000,98.0000,4.999965
FILLER_21_58,VDD,Metal1,39.7600,98.0000,4.999965
FILLER_21_50,VDD,Metal1,37.4665,98.5765,4.999965
FILLER_21_41,VDD,Metal1,29.9600,98.0000,4.999968
FILLER_21_39,VDD,Metal1,29.1200,98.0000,4.999968
FILLER_21_31,VDD,Metal1,26.8265,98.5765,4.999968
FILLER_20_247,VDD,Metal1,146.5400,97.5675,4.999955
FILLER_20_225,VDD,Metal1,133.2800,98.0000,4.999955
FILLER_20_187,VDD,Metal1,111.7200,98.0000,4.999956
FILLER_20_183,VDD,Metal1,110.7000,97.5675,4.999956
FILLER_20_177,VDD,Metal1,106.4000,98.0000,4.999956
FILLER_20_162,VDD,Metal1,98.9400,97.5675,4.999956
FILLER_20_127,VDD,Metal1,78.1200,98.0000,4.999959
FILLER_20_123,VDD,Metal1,77.1000,97.5675,4.999959
FILLER_20_107,VDD,Metal1,71.7280,97.3080,4.999959
FILLER_20_104,VDD,Metal1,65.2400,98.0000,4.999961
FILLER_20_102,VDD,Metal1,64.4000,98.0000,4.999961
FILLER_20_98,VDD,Metal1,63.1000,97.5675,4.999961
FILLER_20_82,VDD,Metal1,57.7280,97.3080,4.999961
FILLER_20_73,VDD,Metal1,47.8800,98.0000,4.999964
FILLER_20_71,VDD,Metal1,47.0400,98.0000,4.999964
FILLER_20_59,VDD,Metal1,41.2600,97.5675,4.999965
FILLER_20_43,VDD,Metal1,31.3600,98.0000,4.999965
FILLER_20_21,VDD,Metal1,19.9800,97.5675,4.999970
FILLER_20_14,VDD,Metal1,14.8400,98.0000,4.999970
FILLER_20_10,VDD,Metal1,13.8200,97.5675,4.999970
FILLER_20_2,VDD,Metal1,10.5865,97.4230,4.999970
FILLER_19_222,VDD,Metal1,131.6000,90.1600,4.999846
FILLER_19_139,VDD,Metal1,84.8400,90.1600,4.999847
FILLER_19_137,VDD,Metal1,84.0000,90.1600,4.999847
FILLER_19_133,VDD,Metal1,82.7000,90.5925,4.999847
FILLER_19_125,VDD,Metal1,77.2800,90.1600,4.999856
FILLER_19_121,VDD,Metal1,75.9800,90.5925,4.999856
FILLER_19_85,VDD,Metal1,54.6000,90.1600,4.999861
FILLER_19_81,VDD,Metal1,53.5800,90.5925,4.999861
FILLER_19_69,VDD,Metal1,45.6400,90.1600,4.999866
FILLER_19_55,VDD,Metal1,38.0800,90.1600,4.999867
FILLER_19_51,VDD,Metal1,36.7800,90.5925,4.999867
FILLER_19_22,VDD,Metal1,24.1280,90.8520,4.999905
FILLER_19_2,VDD,Metal1,12.9280,90.8520,4.999905
FILLER_18_247,VDD,Metal1,146.5400,89.7275,4.999846
FILLER_18_164,VDD,Metal1,98.8400,90.1600,4.999846
FILLER_18_158,VDD,Metal1,95.4800,90.1600,4.999846
FILLER_18_107,VDD,Metal1,71.7280,89.4680,4.999857
FILLER_18_96,VDD,Metal1,60.7600,90.1600,4.999858
FILLER_18_92,VDD,Metal1,59.7400,89.7275,4.999858
FILLER_18_84,VDD,Metal1,56.5065,89.5830,4.999858
FILLER_18_72,VDD,Metal1,47.3200,90.1600,4.999864
FILLER_18_70,VDD,Metal1,46.4800,90.1600,4.999864
FILLER_18_63,VDD,Metal1,42.5600,90.1600,4.999867
FILLER_18_59,VDD,Metal1,41.2600,89.7275,4.999867
FILLER_18_51,VDD,Metal1,38.0265,89.5830,4.999867
FILLER_18_45,VDD,Metal1,32.4800,90.1600,4.999868
FILLER_18_41,VDD,Metal1,31.1800,89.7275,4.999868
FILLER_18_27,VDD,Metal1,22.1200,90.1600,4.999905
FILLER_18_16,VDD,Metal1,15.9600,90.1600,4.999905
FILLER_18_14,VDD,Metal1,15.1200,90.1600,4.999905
FILLER_18_10,VDD,Metal1,13.8200,89.7275,4.999905
FILLER_18_2,VDD,Metal1,10.5865,89.5830,4.999905
FILLER_17_241,VDD,Metal1,141.9600,82.3200,4.999959
FILLER_17_200,VDD,Metal1,119.2800,82.3200,4.999960
FILLER_17_187,VDD,Metal1,112.9400,82.7525,4.999973
FILLER_17_179,VDD,Metal1,109.7065,82.8965,4.999977
FILLER_17_163,VDD,Metal1,103.0880,83.0120,4.999977
FILLER_17_150,VDD,Metal1,91.0000,82.3200,4.999978
FILLER_17_142,VDD,Metal1,88.9865,82.8965,4.999978
FILLER_17_132,VDD,Metal1,83.3865,82.8965,4.999978
FILLER_17_89,VDD,Metal1,56.8400,82.3200,4.999982
FILLER_17_87,VDD,Metal1,56.0000,82.3200,4.999982
FILLER_17_79,VDD,Metal1,53.7065,82.8965,4.999982
FILLER_17_69,VDD,Metal1,45.6400,82.3200,4.999987
FILLER_17_67,VDD,Metal1,44.8000,82.3200,4.999987
FILLER_17_63,VDD,Metal1,43.5000,82.7525,4.999987
FILLER_17_55,VDD,Metal1,40.2665,82.8965,4.999987
FILLER_17_39,VDD,Metal1,33.6480,83.0120,4.999988
FILLER_17_16,VDD,Metal1,15.9600,82.3200,4.999989
FILLER_17_14,VDD,Metal1,15.1200,82.3200,4.999989
FILLER_17_10,VDD,Metal1,13.8200,82.7525,4.999989
FILLER_17_2,VDD,Metal1,10.5865,82.8965,4.999989
FILLER_16_247,VDD,Metal1,146.5400,81.8875,4.999959
FILLER_16_244,VDD,Metal1,143.6400,82.3200,4.999959
FILLER_16_242,VDD,Metal1,142.8000,82.3200,4.999959
FILLER_16_191,VDD,Metal1,116.4265,81.7430,4.999961
FILLER_16_177,VDD,Metal1,106.4000,82.3200,4.999977
FILLER_16_173,VDD,Metal1,104.1600,82.3200,4.999977
FILLER_16_165,VDD,Metal1,99.6800,82.3200,4.999978
FILLER_16_161,VDD,Metal1,98.3800,81.8875,4.999978
FILLER_16_153,VDD,Metal1,95.1465,81.7430,4.999978
FILLER_16_111,VDD,Metal1,69.4400,82.3200,4.999980
FILLER_16_107,VDD,Metal1,68.1400,81.8875,4.999980
FILLER_16_104,VDD,Metal1,65.2400,82.3200,4.999980
FILLER_16_102,VDD,Metal1,64.4000,82.3200,4.999980
FILLER_16_98,VDD,Metal1,63.1000,81.8875,4.999982
FILLER_16_82,VDD,Metal1,57.7280,81.6280,4.999982
FILLER_16_58,VDD,Metal1,39.7600,82.3200,4.999987
FILLER_16_45,VDD,Metal1,33.4200,81.8875,4.999988
FILLER_16_37,VDD,Metal1,30.1865,81.7430,4.999988
FILLER_16_34,VDD,Metal1,26.0400,82.3200,4.999988
FILLER_16_32,VDD,Metal1,25.2000,82.3200,4.999988
FILLER_16_4,VDD,Metal1,9.2400,82.3200,4.999989
FILLER_16_2,VDD,Metal1,8.4000,82.3200,4.999989
FILLER_15_249,VDD,Metal1,146.7200,74.4800,4.999965
FILLER_15_195,VDD,Metal1,116.2000,74.4800,4.999967
FILLER_15_172,VDD,Metal1,103.6000,74.4800,4.999968
FILLER_15_164,VDD,Metal1,101.3065,75.0565,4.999968
FILLER_15_97,VDD,Metal1,61.3200,74.4800,4.999973
FILLER_15_93,VDD,Metal1,60.3000,74.9125,4.999973
FILLER_15_85,VDD,Metal1,57.0665,75.0565,4.999973
FILLER_15_68,VDD,Metal1,45.3600,74.4800,4.999974
FILLER_15_60,VDD,Metal1,43.0665,75.0565,4.999974
FILLER_15_41,VDD,Metal1,31.1800,74.9125,4.999979
FILLER_15_33,VDD,Metal1,27.9465,75.0565,4.999979
FILLER_15_14,VDD,Metal1,14.8400,74.4800,4.999985
FILLER_15_10,VDD,Metal1,13.8200,74.9125,4.999985
FILLER_15_2,VDD,Metal1,10.5865,75.0565,4.999985
FILLER_14_247,VDD,Metal1,146.5400,74.0475,4.999965
FILLER_14_230,VDD,Metal1,137.0200,74.0475,4.999965
FILLER_14_204,VDD,Metal1,121.2400,74.4800,4.999967
FILLER_14_200,VDD,Metal1,120.2200,74.0475,4.999967
FILLER_14_192,VDD,Metal1,116.9865,73.9030,4.999967
FILLER_14_174,VDD,Metal1,104.4400,74.4800,4.999967
FILLER_14_172,VDD,Metal1,103.6000,74.4800,4.999968
FILLER_14_164,VDD,Metal1,101.3065,73.9030,4.999968
FILLER_14_153,VDD,Metal1,92.6800,74.4800,4.999969
FILLER_14_107,VDD,Metal1,68.1400,74.0475,4.999972
FILLER_14_103,VDD,Metal1,64.9600,74.4800,4.999972
FILLER_14_95,VDD,Metal1,62.6665,73.9030,4.999972
FILLER_14_79,VDD,Metal1,56.0480,73.7880,4.999973
FILLER_14_63,VDD,Metal1,44.7465,73.9030,4.999974
FILLER_14_37,VDD,Metal1,30.1865,73.9030,4.999979
FILLER_14_34,VDD,Metal1,26.0400,74.4800,4.999985
FILLER_14_32,VDD,Metal1,25.2000,74.4800,4.999985
FILLER_14_20,VDD,Metal1,18.2000,74.4800,4.999985
FILLER_14_18,VDD,Metal1,17.3600,74.4800,4.999985
FILLER_13_216,VDD,Metal1,127.9600,66.6400,4.999858
FILLER_13_212,VDD,Metal1,126.9400,67.0725,4.999858
FILLER_13_206,VDD,Metal1,123.5800,67.0725,4.999876
FILLER_13_200,VDD,Metal1,119.0000,66.6400,4.999879
FILLER_13_196,VDD,Metal1,117.9800,67.0725,4.999879
FILLER_13_188,VDD,Metal1,114.7465,67.2165,4.999879
FILLER_13_169,VDD,Metal1,101.6400,66.6400,4.999895
FILLER_13_153,VDD,Metal1,97.4880,67.3320,4.999895
FILLER_13_142,VDD,Metal1,86.8000,66.6400,4.999911
FILLER_13_136,VDD,Metal1,84.3800,67.0725,4.999912
FILLER_13_121,VDD,Metal1,74.7600,66.6400,4.999929
FILLER_13_119,VDD,Metal1,73.9200,66.6400,4.999929
FILLER_13_88,VDD,Metal1,56.5600,66.6400,4.999939
FILLER_13_76,VDD,Metal1,49.5600,66.6400,4.999940
FILLER_13_72,VDD,Metal1,48.5400,67.0725,4.999940
FILLER_13_68,VDD,Metal1,45.3600,66.6400,4.999941
FILLER_13_52,VDD,Metal1,40.9280,67.3320,4.999942
FILLER_13_42,VDD,Metal1,30.5200,66.6400,4.999943
FILLER_13_38,VDD,Metal1,29.5000,67.0725,4.999943
FILLER_13_22,VDD,Metal1,24.1280,67.3320,4.999944
FILLER_13_2,VDD,Metal1,9.3400,67.0725,4.999944
FILLER_12_247,VDD,Metal1,146.5400,66.2075,4.999856
FILLER_12_198,VDD,Metal1,118.1600,66.6400,4.999879
FILLER_12_194,VDD,Metal1,116.8600,66.2075,4.999879
FILLER_12_186,VDD,Metal1,113.6265,66.0630,4.999880
FILLER_12_177,VDD,Metal1,106.1200,66.6400,4.999893
FILLER_12_165,VDD,Metal1,99.6800,66.6400,4.999895
FILLER_12_157,VDD,Metal1,97.3865,66.0630,4.999895
FILLER_12_137,VDD,Metal1,83.7200,66.6400,4.999912
FILLER_12_135,VDD,Metal1,82.8800,66.6400,4.999912
FILLER_12_127,VDD,Metal1,78.1200,66.6400,4.999913
FILLER_12_109,VDD,Metal1,68.0400,66.6400,4.999931
FILLER_12_107,VDD,Metal1,67.2000,66.6400,4.999931
FILLER_12_89,VDD,Metal1,56.8400,66.6400,4.999939
FILLER_12_87,VDD,Metal1,56.0000,66.6400,4.999939
FILLER_12_59,VDD,Metal1,40.0400,66.6400,4.999942
FILLER_12_57,VDD,Metal1,39.2000,66.6400,4.999942
FILLER_12_53,VDD,Metal1,37.9000,66.2075,4.999943
FILLER_12_45,VDD,Metal1,32.2000,66.6400,4.999943
FILLER_12_37,VDD,Metal1,30.1865,66.0630,4.999943
FILLER_12_31,VDD,Metal1,25.5800,66.2075,4.999944
FILLER_12_21,VDD,Metal1,18.7600,66.6400,4.999944
FILLER_12_6,VDD,Metal1,10.3600,66.6400,4.999944
FILLER_12_2,VDD,Metal1,9.3400,66.2075,4.999944
FILLER_11_247,VDD,Metal1,146.5400,59.2325,4.999870
FILLER_11_189,VDD,Metal1,112.8400,58.8000,4.999873
FILLER_11_185,VDD,Metal1,111.8200,59.2325,4.999873
FILLER_11_172,VDD,Metal1,104.5400,59.2325,4.999873
FILLER_11_164,VDD,Metal1,101.3065,59.3765,4.999873
FILLER_11_150,VDD,Metal1,92.2200,59.2325,4.999874
FILLER_11_142,VDD,Metal1,88.9865,59.3765,4.999874
FILLER_11_139,VDD,Metal1,84.8400,58.8000,4.999874
FILLER_11_137,VDD,Metal1,84.0000,58.8000,4.999874
FILLER_11_129,VDD,Metal1,81.7065,59.3765,4.999874
FILLER_11_112,VDD,Metal1,69.7200,58.8000,4.999874
FILLER_11_110,VDD,Metal1,68.8800,58.8000,4.999874
FILLER_11_103,VDD,Metal1,64.6800,58.8000,4.999875
FILLER_11_95,VDD,Metal1,62.6665,59.3765,4.999876
FILLER_11_76,VDD,Metal1,49.8400,58.8000,4.999888
FILLER_11_72,VDD,Metal1,48.5400,59.2325,4.999888
FILLER_11_64,VDD,Metal1,42.8400,58.8000,4.999895
FILLER_11_56,VDD,Metal1,40.8265,59.3765,4.999895
FILLER_11_38,VDD,Metal1,30.7465,59.3765,4.999914
FILLER_11_21,VDD,Metal1,18.7600,58.8000,4.999940
FILLER_11_19,VDD,Metal1,17.9200,58.8000,4.999940
FILLER_11_10,VDD,Metal1,13.8200,59.2325,4.999940
FILLER_11_2,VDD,Metal1,10.5865,59.3765,4.999940
FILLER_10_247,VDD,Metal1,146.5400,58.3675,4.999870
FILLER_10_244,VDD,Metal1,143.6400,58.8000,4.999870
FILLER_10_240,VDD,Metal1,142.6200,58.3675,4.999870
FILLER_10_225,VDD,Metal1,133.0000,58.8000,4.999870
